COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT
홍지_hongji_20250622_c2,홍지_hongji_20250622,@Duda_woo,"완전 구름같아유!!!❤❤❤
글구 뒤에 키티 앉아있는거 머에용..!! 진짜 졸귀❤❤❤",2025-06-22
홍지_hongji_20250621_c1,홍지_hongji_20250621,@Hongji홍지,"최근에 초코퐁당 초코초꾸떡도 진짜 맛있게
먹었었는데 벌써 신메뉴라뇨..🥹
오도독 식감에 단짠단짠 구름크림떡 조합이라
이거 무조건 맛있어요ㅠㅠㅠ
너무 진-한 초코 안 좋아해서 망설였던 분들
🌟이번 신메뉴로 드셔보세요🌟

 6/23/월요일 오후 8시
여수언니 먹방 라이브에서 최초 공개됩니다!
자세한 사항은 >>프로필 링크<< 참고!

라이브에서 구매만 해도!!!
🎁 대한항공 50만원 기프트카드 (6명)
🎁 올리브영 상품권 1만원 (100명)
🎁 봄날엔 전제품 (10명)

라이브 단독 특가도 진행해서 제일 저렴해요!
💰 초코퐁당 3총사 (구름퐁•요거퐁•초코퐁)
45,000원 -> 36,000원 (20% 할인)
💰 초코퐁당 2종 세트 (구름퐁•초코퐁or요거퐁)
30,000원 -> 25,500원 (15% 할인)
💰 ☁️초코퐁당 구름크림떡☁️ 
15,000원 -> 13,500원 (10% 할인)
💰 미니약과 스위트팩 (100g * 5봉지)
22,500원 -> 17,900원 (20% 할인)",2025-06-21
홍지_hongji_20250621_c2,홍지_hongji_20250621,@짜파게티-f1y,안에 크림은 무슨맛인가요???,2025-06-21
홍지_hongji_20250621_c3,홍지_hongji_20250621,@Duda_woo,홍지님은 여태 드신 3종류 중에 뭐가 제일 맛나셨나용!??!?,2025-06-21
홍지_hongji_20250621_c4,홍지_hongji_20250621,@Duda_woo,"저건 진짜 안 살 수 없는 비주얼이자나염!!
소리도 대박❤❤❤",2025-06-21
홍지_hongji_20250621_c5,홍지_hongji_20250621,@NseHw,믿고 살게요....맛없으면..😢,2025-06-21
홍지_hongji_20250620_c1,홍지_hongji_20250620,@짜파게티-f1y,아니 콰삭하고 쫀득하면 끝났네요ㅠㅠㅠㅠ,2025-06-20
홍지_hongji_20250620_c2,홍지_hongji_20250620,@Duda_woo,소리 대박 미춌어영❤❤❤❤,2025-06-20
홍지_hongji_20250620_c3,홍지_hongji_20250620,@zumeockbob,영상 넘 잘 보고 있어요! 쇼츠 모음집으로 해서 롱폼도 부탁드려요 //,2025-06-20
홍지_hongji_20250618_c1,홍지_hongji_20250618,@너네조아해,와 진짜 너무 맛있어보여요 혹시 몇시에 가셨었길래 명란마요가 있었나요??!!,2025-08-01
홍지_hongji_20250618_c2,홍지_hongji_20250618,@짜파게티-f1y,명란 비주얼이 미쳣긴하네요😱,2025-06-18
홍지_hongji_20250618_c3,홍지_hongji_20250618,@RUnervousDontBe,와 오늘 속눈썹 너무 예뻐요 진짜로 소금빵 보면서 존맛 기운 느끼고 있는데 속눈썹이랑 눈마주치는 순간 빵을 잊게돼 셀카 꼭꼭 남기셨기를,2025-06-18
홍지_hongji_20250618_c4,홍지_hongji_20250618,@SssdhakcoNMIXX,소리도 좋고 언니도 이쁘고🫰🏻,2025-06-18
홍지_hongji_20250616_c1,홍지_hongji_20250616,@Duda_woo,겁나 맛있어보여요.!!❤❤❤❤❤,2025-06-18
홍지_hongji_20250616_c2,홍지_hongji_20250616,@짜파게티-f1y,진짜 쫀득한빵 넘 궁금😭😭,2025-06-16
홍지_hongji_20250616_c3,홍지_hongji_20250616,@Duda_woo,이정도면 떡 아녜용??완전 대박이자나여❤❤❤❤,2025-06-16
홍지_hongji_20250615_c1,홍지_hongji_20250615,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-15
홍지_hongji_20250615_c2,홍지_hongji_20250615,@짜파게티-f1y,이영상 밥상태 완전 좋아보여요😻,2025-06-15
홍지_hongji_20250615_c3,홍지_hongji_20250615,@Duda_woo,이렇게 맛나게 드시니 보는 제가 다 좋아용❤❤❤,2025-06-15
홍지_hongji_20250614_c1,홍지_hongji_20250614,@Hongji홍지,"오렌지, 포도에 이어 자두 제로바가 출시됐는데
진짜 자두랑 싱크로율 100% 💦💦
심지어 저당도 아니고 무당,, 0g,,!!!!
식감도 완전 슬러시 질감이라
사각 + 사르르 식감 미쵸버려ㅠ
어케 하셨어요…. 진짜 최고임….🤍

제 원픽 #자두제로바 는
GS편의점 18일날 입점된대요!!! (심지어 1+1으로) 
같이 쟁이러 가요🌟🌟

🏷️
#라라스윗",2025-06-14
홍지_hongji_20250614_c2,홍지_hongji_20250614,@Nyen-c5h,먹어야겟어요 다른 광고봤을때는 별관심없었는데 홍지님 영상보니깐 바로 먹고싶어짐๑⃙⃘´༥`๑⃙⃘😂,2025-06-15
홍지_hongji_20250614_c3,홍지_hongji_20250614,@짜파게티-f1y,진짜 자두도 같이먹으니까 더 맛있어보임👍🏻👍🏻,2025-06-15
홍지_hongji_20250614_c4,홍지_hongji_20250614,@Duda_woo,"와겁나 맛있어보여요!
게다가 찐 제로! 다이어트 할 때 좋을 것 같아요❤❤❤",2025-06-14
홍지_hongji_20250614_c5,홍지_hongji_20250614,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-14
홍지_hongji_20250614_c6,홍지_hongji_20250614,@정재광-s4q,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,2025-06-14
